date,away_team,away_pitcher,away_score,home_score,home_win,home_team,home_pitcher,away_pitcher_games,home_pitcher_games,closing_total,away_ml_percent,home_ml_odds_percent
8/14/19,Minnesota Twins,K GIBSON,5,6,W,Milwaukee Brewers,G GONZALEZ,5,2,9.5,48.4,53.3
8/14/19,Baltimore Orioles,D BUNDY,5,6,W,New York Yankees,J HAPP,7,2,10.5,32.4,69.3
8/14/19,Chicago Cubs,C HAMELS,1,11,W,Philadelphia Phillies,A NOLA,7,3,8.5,48.0,53.7
8/14/19,Tampa Bay Rays,J BEEKS,2,7,W,San Diego Padres,C QUANTRILL,0,3,8.5,46.9,54.8
8/14/19,Oakland Athletics,H BAILEY,9,5,L,San Francisco Giants,T BEEDE,6,3,9,53.4,48.3
8/14/19,Texas Rangers,K ALLARD,7,3,L,Toronto Blue Jays,S REID-FOLEY,8,0,10,42.0,59.7
8/14/19,Cincinnati Reds,T BAUER,7,17,W,Washington Nationals,S STRASBURG,7,2,9,38.7,63.0
8/15/19,San Francisco Giants,D RODRIGUEZ,7,0,L,Arizona Diamondbacks,A YOUNG,5,4,9.5,39.6,62.1
8/15/19,New York Mets,M STROMAN,10,8,L,Atlanta Braves,J TEHERAN,8,4,10,46.3,55.4
8/15/19,St Louis Cardinals,M WACHA,1,2,W,Cincinnati Reds,S GRAY,8,3,9.5,43.4,58.3
8/15/19,Seattle Mariners,M WISLER,7,2,L,Detroit Tigers,S TURNBULL,4,4,9,52.4,49.3
8/15/19,Chicago White Sox,RE LOPEZ,7,8,W,Los Angeles Angels,A HEANEY,8,4,9,40.5,61.2
8/15/19,Los Angeles Dodgers,W BUEHLER,7,13,W,Miami Marlins,CA SMITH,8,3,7.5,69.4,32.3
8/15/19,Cleveland Indians,A PLUTKO,19,5,L,New York Yankees,C GREEN,8,1,11,40.9,60.8
8/15/19,Houston Astros,AA SANCHEZ,6,7,W,Oakland Athletics,M FIERS,1,3,10,52.2,49.5
8/15/19,Chicago Cubs,Y DARVISH,5,7,W,Philadelphia Phillies,D SMYLY,6,2,9.5,56.7,45.0
8/15/19,Minnesota Twins,M PINEDA,13,6,L,Texas Rangers,P PAYANO,4,0,12,60.7,41.0
8/16/19,San Francisco Giants,J SAMARDZIJA,10,9,L,Arizona Diamondbacks,M LEAKE,7,3,9.5,45.2,56.5
8/16/19,Los Angeles Dodgers,K MAEDA,8,3,L,Atlanta Braves,M SOROKA,2,4,10,48.6,53.1
8/16/19,Baltimore Orioles,A BROOKS,1,9,W,Boston Red Sox,R PORCELLO,5,3,12,28.4,73.3
8/16/19,St Louis Cardinals,A WAINWRIGHT,13,4,L,Cincinnati Reds,L CASTILLO,9,4,8.5,44.6,57.1
8/16/19,Miami Marlins,S ALCANTARA,0,3,W,Colorado Rockies,J GRAY,6,0,12,31.3,70.4
8/16/19,New York Mets,N SYNDERGAARD,1,4,W,Kansas City Royals,M MONTGOMERY,8,4,9,63.2,38.5
8/16/19,Chicago White Sox,L GIOLITO,7,2,L,Los Angeles Angels,P SANDOVAL,5,4,8.5,48.6,53.1
8/16/19,Cleveland Indians,A CIVALE,2,3,W,New York Yankees,M TANAKA,5,3,10.5,43.2,58.5
8/16/19,Houston Astros,J VERLANDER,2,3,W,Oakland Athletics,T ROARK,10,4,9,64.9,36.8
8/16/19,San Diego Padres,C PADDACK,4,8,W,Philadelphia Phillies,V VELASQUEZ,5,2,9,50.7,51.0
8/16/19,Chicago Cubs,K HENDRICKS,2,3,W,Pittsburgh Pirates,J MUSGROVE,7,3,9,55.6,46.1
8/16/19,Detroit Tigers,D NORRIS,2,0,L,Tampa Bay Rays,C MORTON,7,6,7.5,25.0,76.7
8/16/19,Minnesota Twins,J ODORIZZI,4,3,L,Texas Rangers,M MINOR,7,3,10,50.2,51.5
8/16/19,Seattle Mariners,M WISLER,3,7,W,Toronto Blue Jays,J WAGUESPACK,3,3,10.5,41.7,60.0
8/16/19,Milwaukee Brewers,A HOUSER,1,2,W,Washington Nationals,P CORBIN,8,4,9,41.4,60.3
8/17/19,San Francisco Giants,L WEBB,11,6,L,Arizona Diamondbacks,T CLARKE,7,1,10,48.6,53.1
8/17/19,Los Angeles Dodgers,H RYU,3,4,W,Atlanta Braves,M FOLTYNEWICZ,7,3,10,59.7,42.0
8/17/19,Baltimore Orioles,A WOJCIECHOWSKI,0,4,W,Boston Red Sox,E RODRIGUEZ,7,4,10.5,25.9,75.8
8/17/19,St Louis Cardinals,M MIKOLAS,1,6,W,Cincinnati Reds,A DESCLAFANI,8,3,9.5,56.5,45.2
8/17/19,Miami Marlins,H NOESI,4,11,W,Colorado Rockies,G MARQUEZ,1,0,12.5,28.7,73.0
8/17/19,New York Mets,J DEGROM,4,1,L,Kansas City Royals,J JUNIS,7,3,8.5,66.0,35.7
8/17/19,Chicago White Sox,H SANTIAGO,5,6,W,Los Angeles Angels,N RAMIREZ,0,0,10,36.4,65.3
8/17/19,Cleveland Indians,Z PLESAC,5,6,W,New York Yankees,J PAXTON,6,3,10,39.2,62.5
8/17/19,Houston Astros,R ARMENTEROS,4,8,W,Oakland Athletics,C BASSITT,0,2,10,53.2,48.5
8/17/19,San Diego Padres,D LAMET,5,3,L,Philadelphia Phillies,Z EFLIN,6,3,9.5,50.0,51.7
8/17/19,Chicago Cubs,J LESTER,2,0,L,Pittsburgh Pirates,S BRAULT,7,3,10.5,59.0,42.7
8/17/19,Detroit Tigers,J ZIMMERMANN,0,1,W,Tampa Bay Rays,R YARBROUGH,7,2,8.5,26.1,75.6
8/17/19,Minnesota Twins,J BERRIOS,12,7,L,Texas Rangers,A JURADO,8,1,11.5,62.2,39.5
8/17/19,Seattle Mariners,R MCCLAIN,4,3,L,Toronto Blue Jays,T THORNTON,1,2,10.5,39.2,62.5
8/17/19,Milwaukee Brewers,J LYLES,15,14,L,Washington Nationals,A SANCHEZ,7,5,10.5,48.4,53.3
8/18/19,San Francisco Giants,M BUMGARNER,1,6,W,Arizona Diamondbacks,M KELLY,7,4,9,48.6,53.1
8/18/19,Los Angeles Dodgers,T GONSOLIN,3,5,W,Atlanta Braves,M FRIED,4,3,10,46.3,55.4
8/18/19,Baltimore Orioles,T BLACH,7,13,W,Boston Red Sox,N EOVALDI,3,3,12,27.4,74.3
8/18/19,St Louis Cardinals,J FLAHERTY,5,4,L,Cincinnati Reds,A WOOD,8,0,9,63.5,38.2
8/18/19,Miami Marlins,J YAMAMOTO,6,7,W,Colorado Rockies,P LAMBERT,3,2,13.5,39.0,62.7
8/18/19,New York Mets,Z WHEELER,11,5,L,Kansas City Royals,G SPARKMAN,7,2,9.5,63.5,38.2
8/18/19,Chicago White Sox,D CEASE,2,9,W,Los Angeles Angels,G CANNING,6,0,9,40.6,61.1
8/18/19,Cleveland Indians,M CLEVINGER,8,4,L,New York Yankees,C SABATHIA,8,2,10,55.4,46.3
8/18/19,Houston Astros,Z GREINKE,4,1,L,Oakland Athletics,B ANDERSON,8,3,9.5,65.9,35.8
8/18/19,San Diego Padres,J LUCCHESI,3,2,L,Philadelphia Phillies,J VARGAS,6,3,10.5,45.6,56.1
8/18/19,Chicago Cubs,J QUINTANA,7,1,L,Pittsburgh Pirates,M KELLER,7,4,9.5,60.7,41.0
8/18/19,Detroit Tigers,M BOYD,4,5,W,Tampa Bay Rays,T RICHARDS,6,1,7.5,36.4,65.3
8/18/19,Minnesota Twins,M PEREZ,6,3,L,Texas Rangers,L LYNN,7,3,10.5,44.3,57.4
8/18/19,Seattle Mariners,Y KIKUCHI,7,0,L,Toronto Blue Jays,W FONT,6,4,10.5,39.4,62.3
8/18/19,Milwaukee Brewers,C ANDERSON,8,16,W,Washington Nationals,E FEDDE,7,0,11,51.2,50.5
8/19/19,Colorado Rockies,C GONZALEZ,3,5,W,Arizona Diamondbacks,Z GALLEN,6,3,9.5,33.5,68.2
8/19/19,Kansas City Royals,J LOPEZ,5,4,L,Baltimore Orioles,J MEANS,6,4,11,45.8,55.9
8/19/19,San Diego Padres,E LAUER,3,2,L,Cincinnati Reds,T BAUER,6,2,9.5,43.2,58.5
8/19/19,Detroit Tigers,E JACKSON,4,5,W,Houston Astros,W MILEY,5,4,10.5,21.3,80.4
8/19/19,Chicago White Sox,I NOVA,6,4,L,Minnesota Twins,K GIBSON,7,3,10,32.4,69.3
8/19/19,Washington Nationals,J ROSS,13,0,L,Pittsburgh Pirates,T WILLIAMS,4,3,10.5,52.9,48.8
8/19/19,Milwaukee Brewers,Z DAVIES,0,3,W,St Louis Cardinals,DAK HUDSON,7,6,9.5,46.9,54.8
8/19/19,Seattle Mariners,M GONZALES,9,3,L,Tampa Bay Rays,B MCKAY,7,1,8,36.7,65.0
8/19/19,Los Angeles Angels,D PETERS,7,8,W,Texas Rangers,K ALLARD,7,3,12,54.1,47.6
8/20/19,Colorado Rockies,K FREELAND,7,8,W,Arizona Diamondbacks,A YOUNG,2,3,10,42.5,59.2
8/20/19,Miami Marlins,E HERNANDEZ,1,5,W,Atlanta Braves,D KEUCHEL,5,5,10,30.4,71.3
8/20/19,Kansas City Royals,B KELLER,1,4,W,Baltimore Orioles,D BUNDY,1,4,9.5,47.4,54.3
8/20/19,Philadelphia Phillies,A NOLA,3,2,L,Boston Red Sox,B JOHNSON,7,0,11,50.2,51.5
8/20/19,San Francisco Giants,T BEEDE,3,5,W,Chicago Cubs,C HAMELS,6,3,10,35.4,66.3
8/20/19,San Diego Padres,C QUANTRILL,2,3,W,Cincinnati Reds,S GRAY,5,2,8.5,40.5,61.2
8/20/19,Detroit Tigers,S TURNBULL,3,6,W,Houston Astros,AA SANCHEZ,7,0,9,29.8,71.9
8/20/19,Toronto Blue Jays,B BOSHERS,3,16,W,Los Angeles Dodgers,C KERSHAW,0,4,9,24.9,76.8
8/20/19,Chicago White Sox,RE LOPEZ,4,14,W,Minnesota Twins,M PINEDA,7,1,10,32.0,69.7
8/20/19,Cleveland Indians,S BIEBER,2,9,W,New York Mets,S MATZ,7,5,8,59.7,42.0
8/20/19,New York Yankees,D GERMAN,2,6,W,Oakland Athletics,H BAILEY,2,2,9,55.6,46.1
8/20/19,Washington Nationals,S STRASBURG,1,4,W,Pittsburgh Pirates,C ARCHER,8,0,9,61.0,40.7
8/20/19,Milwaukee Brewers,G GONZALEZ,4,9,W,St Louis Cardinals,M WACHA,5,4,9.5,50.5,51.2
8/20/19,Seattle Mariners,M WISLER,7,4,L,Tampa Bay Rays,D CASTILLO,2,2,8.5,36.1,65.6
8/20/19,Los Angeles Angels,A HEANEY,5,1,L,Texas Rangers,J PALUMBO,6,1,11.5,58.2,43.5
8/20/19,Los Angeles Angels,J BARRIA,2,3,W,Texas Rangers,B BURKE,5,2,12,55.8,45.9
8/21/19,Toronto Blue Jays,W FONT,1,2,W,Los Angeles Dodgers,W BUEHLER,8,3,9,23.6,78.1
8/21/19,Colorado Rockies,T MELVILLE,7,2,L,Arizona Diamondbacks,M LEAKE,6,2,10,37.2,64.5
8/21/19,Miami Marlins,CA SMITH,0,5,W,Atlanta Braves,J TEHERAN,7,3,9.5,38.5,63.2
8/21/19,Kansas City Royals,M MONTGOMERY,1,8,W,Baltimore Orioles,A BROOKS,6,1,11,54.3,47.4
8/21/19,Philadelphia Phillies,D SMYLY,5,2,L,Boston Red Sox,R PORCELLO,6,2,12.5,40.6,61.1
8/21/19,San Francisco Giants,D RODRIGUEZ,11,12,W,Chicago Cubs,Y DARVISH,4,2,9,30.7,71.0
8/21/19,San Diego Padres,M STRAHM,2,4,W,Cincinnati Reds,L CASTILLO,0,3,8.5,40.2,61.5
8/21/19,Detroit Tigers,D NORRIS,2,1,L,Houston Astros,J VERLANDER,6,6,8,17.9,83.8
8/21/19,Chicago White Sox,L GIOLITO,4,0,L,Minnesota Twins,J ODORIZZI,4,3,8.5,39.2,62.5
8/21/19,Cleveland Indians,A PLUTKO,3,4,W,New York Mets,M STROMAN,7,4,9,41.9,59.8
8/21/19,New York Yankees,J HAPP,4,6,W,Oakland Athletics,M FIERS,5,2,10,45.8,55.9
8/21/19,Washington Nationals,P CORBIN,11,1,L,Pittsburgh Pirates,J MUSGROVE,8,2,9,58.0,43.7
8/21/19,Milwaukee Brewers,A HOUSER,5,3,L,St Louis Cardinals,A WAINWRIGHT,7,5,8.5,50.7,51.0
8/21/19,Seattle Mariners,C GEARRIN,6,7,W,Tampa Bay Rays,C MORTON,0,5,8.5,26.9,74.8
8/21/19,Los Angeles Angels,P SANDOVAL,7,8,W,Texas Rangers,M MINOR,6,2,10.5,46.9,54.8
8/22/19,Tampa Bay Rays,R YARBROUGH,5,2,L,Baltimore Orioles,A WOJCIECHOWSKI,6,2,10,67.8,33.9
8/22/19,Colorado Rockies,G MARQUEZ,5,6,W,St Louis Cardinals,M MIKOLAS,0,2,7.5,45.8,55.9
8/22/19,Miami Marlins,S ALCANTARA,2,3,W,Atlanta Braves,M SOROKA,5,3,9,27.8,73.9
8/22/19,San Francisco Giants,J SAMARDZIJA,0,1,W,Chicago Cubs,K HENDRICKS,6,3,7.5,37.5,64.2
8/22/19,Texas Rangers,A JURADO,1,6,W,Chicago White Sox,R DETWILER,1,3,10.5,52.4,49.3
8/22/19,Detroit Tigers,J ZIMMERMANN,3,6,W,Houston Astros,G COLE,6,5,8,18.3,83.4
8/22/19,Toronto Blue Jays,J WAGUESPACK,2,3,W,Los Angeles Dodgers,K MAEDA,6,0,9.5,32.0,69.7
8/22/19,Cleveland Indians,A CIVALE,0,2,W,New York Mets,N SYNDERGAARD,4,5,8.5,46.3,55.4
8/22/19,New York Yankees,M TANAKA,3,5,W,Oakland Athletics,T ROARK,6,3,9.5,54.3,47.4
8/22/19,Washington Nationals,M SCHERZER,7,1,L,Pittsburgh Pirates,S BRAULT,8,2,9,67.1,34.6
8/23/19,Tampa Bay Rays,T RICHARDS,7,1,L,Baltimore Orioles,T BLACH,1,1,10.5,64.2,37.5
8/23/19,Kansas City Royals,J JUNIS,1,4,W,Cleveland Indians,Z PLESAC,4,2,9,36.8,64.9
8/23/19,Arizona Diamondbacks,M KELLY,1,6,W,Milwaukee Brewers,J LYLES,6,3,10,41.9,59.8
8/23/19,Atlanta Braves,M FOLTYNEWICZ,2,1,L,New York Mets,J DEGROM,7,4,7.5,36.9,64.8
8/23/19,Cincinnati Reds,A DESCLAFANI,2,3,W,Pittsburgh Pirates,M KELLER,6,3,9,48.9,52.8
8/23/19,Boston Red Sox,E RODRIGUEZ,11,0,L,San Diego Padres,C PADDACK,7,1,8,53.9,47.8
8/23/19,Washington Nationals,A SANCHEZ,9,3,L,Chicago Cubs,J LESTER,7,3,9,45.8,55.9
8/23/19,Texas Rangers,L LYNN,3,8,W,Chicago White Sox,D CEASE,6,2,8.5,57.8,43.9
8/23/19,Los Angeles Angels,J SUAREZ,4,5,W,Houston Astros,Z GREINKE,3,3,9.5,30.7,71.0
8/23/19,New York Yankees,J PAXTON,10,2,L,Los Angeles Dodgers,H RYU,7,2,8.5,42.7,59.0
8/23/19,Philadelphia Phillies,V VELASQUEZ,11,19,W,Miami Marlins,H NOESI,6,0,9,61.0,40.7
8/23/19,Detroit Tigers,D VERHAGEN,9,6,L,Minnesota Twins,J BERRIOS,0,3,9.5,24.9,76.8
8/23/19,Toronto Blue Jays,T THORNTON,4,7,W,Seattle Mariners,J SHEFFIELD,3,4,9.5,49.5,52.2
8/23/19,Colorado Rockies,P LAMBERT,3,8,W,St Louis Cardinals,J FLAHERTY,5,3,8,31.0,70.7
8/24/19,Tampa Bay Rays,J ALVARADO,1,7,W,Baltimore Orioles,J MEANS,0,3,9.5,64.7,37.0
8/24/19,Washington Nationals,J ROSS,7,2,L,Chicago Cubs,J QUINTANA,3,3,9,39.3,62.4
8/24/19,Texas Rangers,K ALLARD,4,0,L,Chicago White Sox,I NOVA,6,2,9.5,44.6,57.1
8/24/19,Kansas City Royals,G SPARKMAN,2,4,W,Cleveland Indians,M CLEVINGER,5,3,9,23.6,78.1
8/24/19,Los Angeles Angels,D PETERS,2,5,W,Houston Astros,W MILEY,6,3,10.5,36.1,65.6
8/24/19,New York Yankees,C SABATHIA,1,2,W,Los Angeles Dodgers,T GONSOLIN,3,2,10,42.5,59.2
8/24/19,Philadelphia Phillies,Z EFLIN,9,3,L,Miami Marlins,J YAMAMOTO,6,1,8.5,55.6,46.1
8/24/19,Detroit Tigers,E JACKSON,5,8,W,Minnesota Twins,K GIBSON,4,2,10,25.0,76.7
8/24/19,San Francisco Giants,M BUMGARNER,10,5,L,Oakland Athletics,C BASSITT,6,1,8.5,42.9,58.8
8/24/19,Arizona Diamondbacks,Z GALLEN,0,4,W,Milwaukee Brewers,C ANDERSON,4,2,8.5,44.4,57.3
8/24/19,Atlanta Braves,M FRIED,9,5,L,New York Mets,Z WHEELER,5,3,8,49.8,51.9
8/24/19,Cincinnati Reds,A WOOD,0,14,W,Pittsburgh Pirates,T WILLIAMS,1,2,9,51.0,50.7
8/24/19,Boston Red Sox,N EOVALDI,5,4,L,San Diego Padres,D LAMET,6,3,9,54.5,47.2
8/24/19,Colorado Rockies,C GONZALEZ,0,6,W,St Louis Cardinals,DAK HUDSON,5,5,9,37.4,64.3
8/24/19,Toronto Blue Jays,W FONT,7,5,L,Seattle Mariners,F HERNANDEZ,7,2,9.5,49.8,51.9
8/25/19,Tampa Bay Rays,D CASTILLO,3,8,W,Baltimore Orioles,D BUNDY,2,3,9.5,61.7,40.0
8/25/19,Washington Nationals,S STRASBURG,7,5,L,Chicago Cubs,C HAMELS,7,2,8.5,55.8,45.9
8/25/19,Texas Rangers,B BURKE,0,2,W,Chicago White Sox,RE LOPEZ,4,2,9,46.9,54.8
8/25/19,Kansas City Royals,E SKOGLUND,9,8,L,Cleveland Indians,S BIEBER,3,3,9,24.7,77.0
8/25/19,Los Angeles Angels,J BARRIA,2,11,W,Houston Astros,F VALDEZ,4,1,10.5,38.6,63.1
8/25/19,New York Yankees,D GERMAN,5,1,L,Los Angeles Dodgers,C KERSHAW,1,3,8.5,41.4,60.3
8/25/19,Philadelphia Phillies,A NOLA,2,3,W,Miami Marlins,E HERNANDEZ,6,1,8,65.5,36.2
8/25/19,Detroit Tigers,M BOYD,4,7,W,Minnesota Twins,M PEREZ,5,3,9,36.7,65.0
8/25/19,San Francisco Giants,L WEBB,5,4,L,Oakland Athletics,B ANDERSON,6,2,9.5,39.9,61.8
8/25/19,Toronto Blue Jays,C BUCHHOLZ,1,3,W,Seattle Mariners,M GONZALES,6,2,9.5,42.7,59.0
8/25/19,Arizona Diamondbacks,R RAY,5,2,L,Milwaukee Brewers,Z DAVIES,6,3,9,49.1,52.6
8/25/19,Atlanta Braves,D KEUCHEL,2,1,L,New York Mets,S MATZ,8,4,8.5,50.2,51.5
8/25/19,Cincinnati Reds,T BAUER,8,9,W,Pittsburgh Pirates,D AGRAZAL,5,3,8.5,57.1,44.6
8/25/19,Boston Red Sox,B JOHNSON,1,3,W,San Diego Padres,J LUCCHESI,0,2,9.5,49.1,52.6
8/25/19,Colorado Rockies,A SENZATELA,4,11,W,St Louis Cardinals,M WACHA,6,3,9,35.8,65.9
8/26/19,Atlanta Braves,J TEHERAN,1,3,W,Colorado Rockies,T MELVILLE,5,3,13.5,58.2,43.5
8/26/19,St Louis Cardinals,A WAINWRIGHT,12,2,L,Milwaukee Brewers,G GONZALEZ,7,1,10,43.2,58.5
8/26/19,Pittsburgh Pirates,J MUSGROVE,5,6,W,Philadelphia Phillies,J VARGAS,4,2,9,43.9,57.8
8/26/19,Los Angeles Dodgers,D MAY,3,4,W,San Diego Padres,E LAUER,0,2,8.5,59.3,42.4
8/26/19,Arizona Diamondbacks,A YOUNG,6,4,L,San Francisco Giants,T BEEDE,5,2,8.5,51.0,50.7
8/26/19,New York Yankees,J HAPP,5,4,L,Seattle Mariners,M WISLER,4,0,9.5,62.8,38.9
8/26/19,Oakland Athletics,H BAILEY,19,4,L,Kansas City Royals,B KELLER,4,0,9,60.4,41.3
8/26/19,Cincinnati Reds,S GRAY,6,3,L,Miami Marlins,P LOPEZ,5,3,7,60.0,41.7
8/27/19,Cleveland Indians,A PLUTKO,10,1,L,Detroit Tigers,S TURNBULL,6,3,9.5,60.4,41.3
8/27/19,Minnesota Twins,M PINEDA,3,1,L,Chicago White Sox,L GIOLITO,2,2,9,50.7,51.0
8/27/19,Cincinnati Reds,L CASTILLO,8,5,L,Miami Marlins,CA SMITH,5,2,7,61.0,40.7
8/27/19,Atlanta Braves,M SOROKA,1,3,W,Toronto Blue Jays,W FONT,6,3,9.5,64.0,37.7
8/27/19,Boston Red Sox,R PORCELLO,10,6,L,Colorado Rockies,R GARCIA,5,0,13.5,57.8,43.9
8/27/19,Tampa Bay Rays,C MORTON,1,15,W,Houston Astros,J VERLANDER,7,5,7.5,36.2,65.5
8/27/19,Texas Rangers,M MINOR,2,5,W,Los Angeles Angels,A HEANEY,5,3,8,40.3,61.4
8/27/19,St Louis Cardinals,M MIKOLAS,6,3,L,Milwaukee Brewers,A HOUSER,6,3,9.5,45.2,56.5
8/27/19,Chicago Cubs,Y DARVISH,5,2,L,New York Mets,M STROMAN,4,3,8,51.7,50.0
8/27/19,Pittsburgh Pirates,S BRAULT,5,4,L,Philadelphia Phillies,D SMYLY,5,1,10,42.2,59.5
8/27/19,Los Angeles Dodgers,W BUEHLER,9,0,L,San Diego Padres,C QUANTRILL,6,2,8,66.2,35.5
8/27/19,Arizona Diamondbacks,M LEAKE,3,2,L,San Francisco Giants,J SAMARDZIJA,3,3,8.5,45.8,55.9
8/27/19,New York Yankees,M TANAKA,7,0,L,Seattle Mariners,Y KIKUCHI,5,2,9.5,63.8,37.9
8/27/19,Baltimore Orioles,A BROOKS,2,0,L,Washington Nationals,P CORBIN,3,3,9.5,24.8,76.9
8/27/19,Oakland Athletics,M FIERS,2,1,L,Kansas City Royals,M MONTGOMERY,5,3,10,67.6,34.1
8/28/19,Cleveland Indians,A CIVALE,4,2,L,Detroit Tigers,J ZIMMERMANN,3,4,9.5,68.8,32.9
8/28/19,Minnesota Twins,J ODORIZZI,8,2,L,Chicago White Sox,R DETWILER,5,2,10.5,66.1,35.6
8/28/19,Tampa Bay Rays,R YARBROUGH,6,8,W,Houston Astros,G COLE,5,4,8,33.0,68.8
8/28/19,Oakland Athletics,T ROARK,4,6,W,Kansas City Royals,J JUNIS,5,2,9,61.9,39.8
8/28/19,Cincinnati Reds,A DESCLAFANI,5,0,L,Miami Marlins,S ALCANTARA,5,1,8,59.9,41.8
8/28/19,Atlanta Braves,M FOLTYNEWICZ,9,4,L,Toronto Blue Jays,J WAGUESPACK,6,2,10,55.4,46.3
8/28/19,Boston Red Sox,E RODRIGUEZ,7,4,L,Colorado Rockies,P LAMBERT,6,1,13.5,64.1,37.6
8/28/19,Texas Rangers,E CLASE,3,0,L,Los Angeles Angels,P SANDOVAL,0,3,9.5,39.9,61.8
8/28/19,St Louis Cardinals,J FLAHERTY,1,4,W,Milwaukee Brewers,J LYLES,6,2,8.5,56.5,45.2
8/28/19,Chicago Cubs,K HENDRICKS,10,7,L,New York Mets,N SYNDERGAARD,5,4,7.5,46.3,55.4
8/28/19,Pittsburgh Pirates,M KELLER,3,12,W,Philadelphia Phillies,V VELASQUEZ,4,1,9.5,41.7,60.0
8/28/19,Los Angeles Dodgers,K MAEDA,6,4,L,San Diego Padres,T WINGENTER,0,0,9,64.2,37.5
8/28/19,New York Yankees,J PAXTON,7,3,L,Seattle Mariners,J SHEFFIELD,6,3,9,71.3,30.4
8/28/19,Baltimore Orioles,A WOJCIECHOWSKI,4,8,W,Washington Nationals,M SCHERZER,5,5,9,22.6,79.1
8/29/19,Los Angeles Dodgers,H RYU,5,11,W,Arizona Diamondbacks,M KELLY,5,3,9.5,66.0,35.7
8/29/19,Pittsburgh Pirates,T WILLIAMS,11,8,L,Colorado Rockies,C GONZALEZ,5,3,15,51.0,50.7
8/29/19,San Diego Padres,C PADDACK,5,3,L,San Francisco Giants,D RODRIGUEZ,3,1,8,53.4,48.3
8/29/19,Seattle Mariners,F HERNANDEZ,5,3,L,Texas Rangers,L LYNN,5,2,10.5,37.2,64.5
8/29/19,Cleveland Indians,M CLEVINGER,2,0,L,Detroit Tigers,D NORRIS,6,2,8.5,72.2,29.5
8/29/19,Minnesota Twins,J BERRIOS,10,5,L,Chicago White Sox,D CEASE,6,1,10,63.1,38.6
8/29/19,Tampa Bay Rays,A KITTREDGE,9,8,L,Houston Astros,Z GREINKE,2,2,9,33.4,68.3
8/29/19,Oakland Athletics,C BASSITT,9,8,L,Kansas City Royals,G SPARKMAN,2,1,10.5,69.1,32.6
8/29/19,Cincinnati Reds,A WOOD,3,4,W,Miami Marlins,R DUGGER,0,2,9,61.2,40.5
8/29/19,Chicago Cubs,J LESTER,4,1,L,New York Mets,J DEGROM,5,3,7,34.8,66.9
8/30/19,Los Angeles Dodgers,T GONSOLIN,4,5,W,Arizona Diamondbacks,Z GALLEN,2,2,9,54.8,46.9
8/30/19,Chicago White Sox,I NOVA,7,10,W,Atlanta Braves,M FRIED,5,2,9,33.2,68.5
8/30/19,Milwaukee Brewers,C ANDERSON,1,7,W,Chicago Cubs,J QUINTANA,5,2,8,45.9,55.8
8/30/19,Pittsburgh Pirates,D AGRAZAL,9,4,L,Colorado Rockies,A SENZATELA,4,3,14,45.2,56.5
8/30/19,Minnesota Twins,K GIBSON,13,5,L,Detroit Tigers,E JACKSON,2,2,10.5,73.6,28.1
8/30/19,Baltimore Orioles,J MEANS,14,2,L,Kansas City Royals,E SKOGLUND,5,1,9.5,51.5,50.2
8/30/19,Boston Red Sox,N EOVALDI,7,6,L,Los Angeles Angels,J SUAREZ,5,2,10.5,55.8,45.9
8/30/19,Oakland Athletics,B ANDERSON,8,2,L,New York Yankees,C SABATHIA,4,1,11.5,43.5,58.2
8/30/19,New York Mets,Z WHEELER,11,5,L,Philadelphia Phillies,A NOLA,5,2,9,42.4,59.3
8/30/19,Cleveland Indians,S BIEBER,0,4,W,Tampa Bay Rays,A PRUITT,5,1,8,57.5,44.2
8/30/19,Houston Astros,W MILEY,7,4,L,Toronto Blue Jays,T THORNTON,5,1,10.5,64.1,37.6
8/30/19,Miami Marlins,E HERNANDEZ,6,7,W,Washington Nationals,A SANCHEZ,3,4,10,31.3,70.4
8/30/19,San Diego Padres,D LAMET,3,8,W,San Francisco Giants,M BUMGARNER,4,3,7.5,46.1,55.6
8/30/19,Seattle Mariners,M GONZALES,3,6,W,Texas Rangers,K ALLARD,5,2,10.5,49.8,51.9
8/31/19,Los Angeles Dodgers,C KERSHAW,5,6,W,Arizona Diamondbacks,R RAY,5,2,8.5,57.8,43.9
8/31/19,Chicago White Sox,RE LOPEZ,5,11,W,Atlanta Braves,D KEUCHEL,5,4,9,35.6,66.1
8/31/19,Milwaukee Brewers,Z DAVIES,2,0,L,Chicago Cubs,C HAMELS,5,1,8.5,38.6,63.1
8/31/19,Pittsburgh Pirates,J MUSGROVE,11,4,L,Colorado Rockies,T MELVILLE,3,2,13.5,56.2,45.5
8/31/19,Minnesota Twins,M PEREZ,7,10,W,Detroit Tigers,M BOYD,5,2,9.5,59.5,42.2
8/31/19,Baltimore Orioles,D BUNDY,5,7,W,Kansas City Royals,J LOPEZ,4,1,9,52.7,49.0
8/31/19,Boston Red Sox,J TAYLOR,4,10,W,Los Angeles Angels,D PETERS,0,3,10.5,51.7,50.0
8/31/19,San Diego Padres,J LUCCHESI,4,1,L,San Francisco Giants,L WEBB,4,2,8.5,48.9,52.8
8/31/19,Cincinnati Reds,T BAUER,6,10,W,St Louis Cardinals,DAK HUDSON,4,4,8.5,44.3,57.4
8/31/19,Cincinnati Reds,S GRAY,2,3,W,St Louis Cardinals,M WACHA,4,2,8,52.9,48.8
